"YEAR","MONTH","site_merged","mean_min_temp","mean_max_temp","mean_min_light","mean_max_light","MY"
2021,2,"LSA",10.7265,19.8132857142857,149.160714285714,12400.0642857143,2021-02-01
2021,2,"QUD",11.0835,17.5940714285714,140.710714285714,15586.2178571429,2021-02-01
2021,2,"SEI",9.44082142857143,19.0166071428571,131.092857142857,30748.0178571429,2021-02-01
2021,2,"SJD",9.80228571428571,17.6240714285714,164.160714285714,24486.4785714286,2021-02-01
2021,3,"FAR",10.1108709677419,23.1687096774194,158.687096774194,42644.7290322581,2021-03-01
2021,3,"LSA",6.81384615384615,25.9353076923077,109.719230769231,34775.8653846154,2021-03-01
2021,3,"QUD",7.62432258064516,23.1295161290323,83.3483870967742,44322.5129032258,2021-03-01
2021,3,"SEI",6.02664516129032,22.7508709677419,45.8451612903226,46822.5258064516,2021-03-01
2021,3,"SJD",6.36038709677419,21.1966451612903,158.683870967742,44822.5193548387,2021-03-01
2021,4,"FAR",13.1891333333333,26.1741333333333,63.87,62528.5633333333,2021-04-01
2021,4,"QUD",11.7318333333333,24.3737,37.3233333333333,53515.5433333333,2021-04-01
2021,4,"SEI",10.5325,25.7241,138.493333333333,74572.71,2021-04-01
2021,4,"SJD",10.7353333333333,21.9498,92.9333333333333,43664.36,2021-04-01
2021,5,"FAR",13.5356451612903,31.9842258064516,377.096774193548,106622.929032258,2021-05-01
2021,5,"QUD",11.0098064516129,25.5905161290323,31.9548387096774,64267.1032258065,2021-05-01
2021,5,"SEI",10.7469032258065,25.8486451612903,318.406451612903,87133.9129032258,2021-05-01
2021,5,"SJD",10.4239032258065,24.0280322580645,169.451612903226,57255.9322580645,2021-05-01
2021,6,"FAR",15.9250333333333,30.4514,21.8933333333333,55203.33,2021-06-01
2021,6,"QUD",13.2466333333333,29.1690333333333,69.6,40466.7433333333,2021-06-01
2021,6,"SEI",13.7746333333333,25.9515,64.9366666666667,67924.89,2021-06-01
2021,6,"SJD",13.2309,28.3203333333333,20.1,74434.9366666667,2021-06-01
2021,7,"FAR",17.8638387096774,31.7656451612903,242.361290322581,35022.464516129,2021-07-01
2021,7,"QUD",14.4457096774194,29.3114516129032,31.6,25989.064516129,2021-07-01
2021,7,"SEI",15.0135161290323,25.7837096774194,76.7483870967742,49578.1064516129,2021-07-01
2021,7,"SJD",14.3255483870968,29.0014516129032,80.2161290322581,61744.8451612903,2021-07-01
2021,8,"FAR",18.7696451612903,32.1951612903226,279.522580645161,38155.8096774194,2021-08-01
2021,8,"QUD",13.8643870967742,30.1992580645161,62.8451612903226,39033.6064516129,2021-08-01
2021,8,"SEI",14.5109677419355,27.5713225806452,289.587096774194,74800.4903225806,2021-08-01
2021,8,"SJD",13.3131612903226,26.1094516129032,167.709677419355,37255.7967741935,2021-08-01
2021,9,"FAR",17.7836,31.1195333333333,392.516666666667,38026.9166666667,2021-09-01
2021,9,"QUD",15.2130666666667,30.4966,208.46,41901.9466666667,2021-09-01
2021,9,"SEI",15.3461333333333,25.5634666666667,110.503333333333,18783.8266666667,2021-09-01
2021,9,"SJD",14.7073333333333,26.0129666666667,88.63,30931.31,2021-09-01
2021,10,"FAR",15.7846774193548,29.3837096774194,205.561290322581,21677.9129032258,2021-10-01
2021,10,"QUD",12.4483870967742,24.9715483870968,80.9096774193548,23386.2612903226,2021-10-01
2021,10,"SEI",11.8066129032258,21.6532903225806,296.183870967742,7872.26451612903,2021-10-01
2021,10,"SJD",11.0544516129032,23.5478387096774,51.0516129032258,45836.4096774194,2021-10-01
2021,11,"FAR",10.4288,20.9827333333333,282.023333333333,14466.76,2021-11-01
2021,11,"QUD",6.92913333333333,20.5865333333333,46.65,30294.09,2021-11-01
2021,11,"SEI",5.62756666666667,15.7622,102.616666666667,5872.79666666667,2021-11-01
2021,11,"SJD",5.88666666666667,16.4321,144.96,15155.6533333333,2021-11-01
2021,12,"FAR",12.1359677419355,19.8151612903226,270.141935483871,13000.0903225806,2021-12-01
